"chr"	"start"	"end"	"strand"	"transcript_id"	"gene_id"	"class_code"	"gene_name"	"ensembl"
"9"	100154124	100171723	"-"	"MSTRG.12047.2"	" MSTRG.12047"	" x"	" Aqp12a"	" ENSRNOT00000005935"
"9"	100171772	100253609	"-"	"MSTRG.12048.1"	" MSTRG.12048"	" ="	" Kif1a"	" ENSRNOT00000036061"
"9"	100171783	100204521	"-"	"MSTRG.12048.3"	" MSTRG.12048"	" j"	" Kif1a"	" ENSRNOT00000036061"
"9"	100171783	100204522	"-"	"MSTRG.12048.5"	" MSTRG.12048"	" j"	" Kif1a"	" ENSRNOT00000036061"
"9"	100171783	100253619	"-"	"MSTRG.12048.4"	" MSTRG.12048"	" j"	" Kif1a"	" ENSRNOT00000036061"
"9"	100171783	100253715	"-"	"MSTRG.12048.2"	" MSTRG.12048"	" j"	" Kif1a"	" ENSRNOT00000036061"
"9"	100440486	100445158	"-"	"MSTRG.12046.1"	" MSTRG.12046"	" ="	" Mterf4"	" ENSRNOT00000056558"
"9"	100554538	100592283	"-"	"MSTRG.12053.1"	" MSTRG.12053"	" j"	" Hdlbp"	" ENSRNOT00000051155"
"9"	100554563	100624638	"-"	"MSTRG.12053.2"	" MSTRG.12053"	" ="	" Hdlbp"	" ENSRNOT00000051155"
"9"	100767579	100779715	"-"	"MSTRG.12052.1"	" MSTRG.12052"	" ="	" Stk25"	" ENSRNOT00000024487"
"9"	100848598	100888107	"-"	"MSTRG.12055.1"	" MSTRG.12055"	" ="	" Thap4"	" ENSRNOT00000024794"
"9"	100848614	100871065	"-"	"MSTRG.12055.2"	" MSTRG.12055"	" j"	" Thap4"	" ENSRNOT00000024794"
"9"	100921565	100930399	"-"	"MSTRG.12058.1"	" MSTRG.12058"	" ="	" Dtymk"	" ENSRNOT00000025644"
"9"	101106892	101388833	"-"	"MSTRG.12060.1"	" MSTRG.12060"	" o"	" NEWGENE_1311658"	" ENSRNOT00000074915"
"9"	101106901	101388833	"-"	"MSTRG.12060.2"	" MSTRG.12060"	" o"	" NEWGENE_1311658"	" ENSRNOT00000074915"
"9"	105680670	105693357	"-"	"MSTRG.12062.1"	" MSTRG.12062"	" ="	" Nudt12"	" ENSRNOT00000066968"
"9"	110515558	110936631	"-"	"MSTRG.12064.1"	" MSTRG.12064"	" ="	" Fbxl17"	" ENSRNOT00000064431"
"9"	111998175	112048851	"-"	"MSTRG.12070.2"	" MSTRG.12070"	" j"	" Pja2"	" ENSRNOT00000080962"
"9"	111998175	112048851	"-"	"MSTRG.12070.1"	" MSTRG.12070"	" j"	" Pja2"	" ENSRNOT00000080962"
"9"	111998216	112048134	"-"	"MSTRG.12070.3"	" MSTRG.12070"	" j"	" Pja2"	" ENSRNOT00000080962"
"9"	113300832	113331319	"-"	"MSTRG.12072.1"	" MSTRG.12072"	" ="	" Vapa"	" ENSRNOT00000020681"
"9"	113370033	113504605	"-"	"MSTRG.12073.1"	" MSTRG.12073"	" ="	" Rab31"	" ENSRNOT00000067974"
"9"	113579107	113598480	"-"	"MSTRG.12076.1"	" MSTRG.12076"	" ="	" Ralbp1"	" ENSRNOT00000035606"
"9"	113814762	113873107	"-"	"MSTRG.12078.1"	" MSTRG.12078"	" j"	" LOC100910483"	" ENSRNOT00000017253"
"9"	113875703	113900190	"-"	"MSTRG.12079.1"	" MSTRG.12079"	" ="	" Ndufv2"	" ENSRNOT00000016965"
"9"	114490053	114619706	"-"	"MSTRG.12089.1"	" MSTRG.12089"	" j"	" Mtcl1"	" ENSRNOT00000050012"
"9"	114685892	114709451	"-"	"MSTRG.12090.1"	" MSTRG.12090"	" c"	" Rab12"	" ENSRNOT00000026177"
"9"	114846039	115555554	"-"	"MSTRG.12092.1"	" MSTRG.12092"	" j"	" Ptprm"	" ENSRNOT00000091316"
"9"	114846089	115228788	"-"	"MSTRG.12092.2"	" MSTRG.12092"	" j"	" Ptprm"	" ENSRNOT00000091316"
"9"	114846095	115555261	"-"	"MSTRG.12092.3"	" MSTRG.12092"	" ="	" Ptprm"	" ENSRNOT00000056366"
"9"	114994490	115228803	"-"	"MSTRG.12092.4"	" MSTRG.12092"	" j"	" Ptprm"	" ENSRNOT00000091316"
"9"	114994528	115555516	"-"	"MSTRG.12092.5"	" MSTRG.12092"	" j"	" Ptprm"	" ENSRNOT00000091316"
"9"	116531697	116531946	"-"	"MSTRG.12091.1"	" MSTRG.12091"	" u"	NA	NA
"9"	119307176	119321500	"-"	"MSTRG.12096.1"	" MSTRG.12096"	" ="	" Myl12b"	" ENSRNOT00000048125"
"9"	119325283	119332967	"-"	"MSTRG.12097.1"	" MSTRG.12097"	" ="	" Myl12a"	" ENSRNOT00000021048"
"9"	119675663	119730358	"-"	"MSTRG.12101.1"	" MSTRG.12101"	" j"	" Smchd1"	" ENSRNOT00000019359"
"9"	119731393	119818351	"-"	"MSTRG.12102.1"	" MSTRG.12102"	" j"	" Smchd1"	" ENSRNOT00000019359"
"9"	119731624	119818381	"-"	"MSTRG.12102.2"	" MSTRG.12102"	" j"	" Smchd1"	" ENSRNOT00000019359"
"9"	119732115	119818362	"-"	"MSTRG.12102.3"	" MSTRG.12102"	" j"	" Smchd1"	" ENSRNOT00000019359"
"9"	120099333	120101098	"-"	"MSTRG.12103.1"	" MSTRG.12103"	" ="	" Fam114a1l1"	" ENSRNOT00000002917"
"9"	121705808	121713091	"-"	"MSTRG.12106.1"	" MSTRG.12106"	" ="	" Adcyap1"	" ENSRNOT00000073432"
"9"	121915351	121918921	"-"	"MSTRG.12108.1"	" MSTRG.12108"	" p"	" Tyms"	" ENSRNOT00000056243"
"9"	121918947	121931564	"-"	"MSTRG.12109.1"	" MSTRG.12109"	" ="	" Tyms"	" ENSRNOT00000056243"
"ERCC-00002"	1	1061	"+"	"MSTRG.12110.1"	" MSTRG.12110"	" u"	NA	NA
"ERCC-00003"	1	1023	"+"	"MSTRG.12111.1"	" MSTRG.12111"	" u"	NA	NA
"ERCC-00004"	1	523	"-"	"MSTRG.12112.1"	" MSTRG.12112"	" u"	NA	NA
"ERCC-00009"	1	984	"+"	"MSTRG.12113.1"	" MSTRG.12113"	" u"	NA	NA
"ERCC-00014"	1	1957	"+"	"MSTRG.12114.1"	" MSTRG.12114"	" u"	NA	NA
"ERCC-00019"	1	644	"+"	"MSTRG.12115.1"	" MSTRG.12115"	" u"	NA	NA
"ERCC-00022"	1	751	"+"	"MSTRG.12116.1"	" MSTRG.12116"	" u"	NA	NA
"ERCC-00025"	1	1994	"+"	"MSTRG.12117.1"	" MSTRG.12117"	" u"	NA	NA
"ERCC-00028"	1	1107	"+"	"MSTRG.12118.1"	" MSTRG.12118"	" u"	NA	NA
"ERCC-00033"	1	2000	"+"	"MSTRG.12119.1"	" MSTRG.12119"	" u"	NA	NA
"ERCC-00034"	1	1019	"+"	"MSTRG.12120.1"	" MSTRG.12120"	" u"	NA	NA
"ERCC-00035"	1	1130	"+"	"MSTRG.12121.1"	" MSTRG.12121"	" u"	NA	NA
"ERCC-00039"	2	716	"+"	"MSTRG.12122.1"	" MSTRG.12122"	" u"	NA	NA
"ERCC-00042"	1	1023	"+"	"MSTRG.12123.1"	" MSTRG.12123"	" u"	NA	NA
"ERCC-00043"	1	1023	"+"	"MSTRG.12124.1"	" MSTRG.12124"	" u"	NA	NA
"ERCC-00044"	1	1156	"+"	"MSTRG.12125.1"	" MSTRG.12125"	" u"	NA	NA
"ERCC-00046"	1	522	"+"	"MSTRG.12126.1"	" MSTRG.12126"	" u"	NA	NA
"ERCC-00051"	1	274	"+"	"MSTRG.12127.1"	" MSTRG.12127"	" u"	NA	NA
"ERCC-00053"	2	1023	"+"	"MSTRG.12128.1"	" MSTRG.12128"	" u"	NA	NA
"ERCC-00054"	1	260	"+"	"MSTRG.12129.1"	" MSTRG.12129"	" u"	NA	NA
"ERCC-00059"	1	524	"+"	"MSTRG.12130.1"	" MSTRG.12130"	" u"	NA	NA
"ERCC-00060"	1	523	"+"	"MSTRG.12131.1"	" MSTRG.12131"	" u"	NA	NA
"ERCC-00062"	1	1023	"+"	"MSTRG.12132.1"	" MSTRG.12132"	" u"	NA	NA
"ERCC-00069"	2	1110	"+"	"MSTRG.12133.1"	" MSTRG.12133"	" u"	NA	NA
"ERCC-00071"	1	642	"+"	"MSTRG.12134.1"	" MSTRG.12134"	" u"	NA	NA
"ERCC-00074"	1	522	"-"	"MSTRG.12135.1"	" MSTRG.12135"	" u"	NA	NA
"ERCC-00076"	1	642	"+"	"MSTRG.12136.1"	" MSTRG.12136"	" u"	NA	NA
"ERCC-00077"	1	273	"+"	"MSTRG.12137.1"	" MSTRG.12137"	" u"	NA	NA
"ERCC-00078"	1	992	"+"	"MSTRG.12138.1"	" MSTRG.12138"	" u"	NA	NA
"ERCC-00079"	1	644	"+"	"MSTRG.12139.1"	" MSTRG.12139"	" u"	NA	NA
"ERCC-00084"	1	994	"+"	"MSTRG.12140.1"	" MSTRG.12140"	" u"	NA	NA
"ERCC-00085"	1	839	"+"	"MSTRG.12141.1"	" MSTRG.12141"	" u"	NA	NA
"ERCC-00092"	1	1124	"+"	"MSTRG.12142.1"	" MSTRG.12142"	" u"	NA	NA
"ERCC-00095"	1	521	"+"	"MSTRG.12143.1"	" MSTRG.12143"	" u"	NA	NA
"ERCC-00096"	1	1107	"+"	"MSTRG.12144.1"	" MSTRG.12144"	" u"	NA	NA
"ERCC-00099"	1	1348	"+"	"MSTRG.12145.1"	" MSTRG.12145"	" u"	NA	NA
"ERCC-00108"	1	1022	"+"	"MSTRG.12146.1"	" MSTRG.12146"	" u"	NA	NA
"ERCC-00111"	1	994	"+"	"MSTRG.12147.1"	" MSTRG.12147"	" u"	NA	NA
"ERCC-00112"	1	1136	"+"	"MSTRG.12148.1"	" MSTRG.12148"	" u"	NA	NA
"ERCC-00113"	1	840	"+"	"MSTRG.12149.1"	" MSTRG.12149"	" u"	NA	NA
"ERCC-00116"	1	1991	"+"	"MSTRG.12150.1"	" MSTRG.12150"	" u"	NA	NA
"ERCC-00126"	1	1118	"+"	"MSTRG.12151.1"	" MSTRG.12151"	" u"	NA	NA
"ERCC-00130"	1	1059	"+"	"MSTRG.12152.1"	" MSTRG.12152"	" u"	NA	NA
"ERCC-00131"	1	771	"+"	"MSTRG.12153.1"	" MSTRG.12153"	" u"	NA	NA
"ERCC-00136"	1	1033	"+"	"MSTRG.12154.1"	" MSTRG.12154"	" u"	NA	NA
"ERCC-00143"	5	784	"+"	"MSTRG.12155.1"	" MSTRG.12155"	" u"	NA	NA
"ERCC-00144"	1	538	"+"	"MSTRG.12156.1"	" MSTRG.12156"	" u"	NA	NA
"ERCC-00145"	1	1042	"+"	"MSTRG.12157.1"	" MSTRG.12157"	" u"	NA	NA
"ERCC-00148"	2	494	"+"	"MSTRG.12158.1"	" MSTRG.12158"	" u"	NA	NA
"ERCC-00150"	1	716	"+"	"MSTRG.12159.1"	" MSTRG.12159"	" u"	NA	NA
"ERCC-00154"	2	521	"+"	"MSTRG.12160.1"	" MSTRG.12160"	" u"	NA	NA
"ERCC-00157"	2	1019	"+"	"MSTRG.12161.1"	" MSTRG.12161"	" u"	NA	NA
"ERCC-00160"	2	730	"+"	"MSTRG.12162.1"	" MSTRG.12162"	" u"	NA	NA
"ERCC-00162"	1	523	"+"	"MSTRG.12163.1"	" MSTRG.12163"	" u"	NA	NA
"ERCC-00163"	1	528	"+"	"MSTRG.12164.1"	" MSTRG.12164"	" u"	NA	NA
"ERCC-00165"	1	872	"+"	"MSTRG.12165.1"	" MSTRG.12165"	" u"	NA	NA
"ERCC-00170"	2	1023	"+"	"MSTRG.12166.1"	" MSTRG.12166"	" u"	NA	NA
"ERCC-00171"	1	505	"+"	"MSTRG.12167.1"	" MSTRG.12167"	" u"	NA	NA
"MT"	1	15289	"+"	"MSTRG.12168.1"	" MSTRG.12168"	" o"	" Mt-nd5"	" ENSRNOT00000048767"
"MT"	1094	15293	"+"	"MSTRG.12168.2"	" MSTRG.12168"	" o"	" Mt-nd5"	" ENSRNOT00000048767"
"MT"	1108	11532	"+"	"MSTRG.12168.3"	" MSTRG.12168"	" o"	" Mt-co1"	" ENSRNOT00000050156"
"X"	1275405	1288894	"+"	"MSTRG.12169.1"	" MSTRG.12169"	" j"	" Uxt"	" ENSRNOT00000013476"
"X"	1288980	1305004	"+"	"MSTRG.12170.2"	" MSTRG.12170"	" j"	" Elk1"	" ENSRNOT00000013522"
"X"	1288980	1305004	"+"	"MSTRG.12170.1"	" MSTRG.12170"	" j"	" Elk1"	" ENSRNOT00000013522"
"X"	1321128	1379215	"+"	"MSTRG.12174.1"	" MSTRG.12174"	" j"	" Syn1"	" ENSRNOT00000014250"
"X"	1321315	1379198	"+"	"MSTRG.12174.2"	" MSTRG.12174"	" ="	" Syn1"	" ENSRNOT00000014250"
"X"	1321325	1379215	"+"	"MSTRG.12174.3"	" MSTRG.12174"	" j"	" Syn1"	" ENSRNOT00000014250"
"X"	1600790	1601395	"+"	"MSTRG.12171.1"	" MSTRG.12171"	" ="	" LOC103690796"	" ENSRNOT00000072444"
"X"	1787266	1789524	"+"	"MSTRG.12181.1"	" MSTRG.12181"	" ="	" Ndufb11"	" ENSRNOT00000011183"
"X"	2435327	2621840	"+"	"MSTRG.12183.1"	" MSTRG.12183"	" j"	" Slc9a7"	" ENSRNOT00000005623"
"X"	4286078	4287564	"+"	"MSTRG.12184.1"	" MSTRG.12184"	" e"	" AABR07036855.1"	" ENSRNOT00000082159"
"X"	5549419	5566127	"+"	"MSTRG.12187.1"	" MSTRG.12187"	" ="	" Fundc1"	" ENSRNOT00000004676"
"X"	6258296	6282770	"+"	"MSTRG.12188.1"	" MSTRG.12188"	" j"	" LOC100909913"	" ENSRNOT00000074275"
"X"	6430594	6533534	"+"	"MSTRG.12189.1"	" MSTRG.12189"	" ="	" Maob"	" ENSRNOT00000044009"
"X"	6791136	6815583	"+"	"MSTRG.12190.1"	" MSTRG.12190"	" ="	" Ndp"	" ENSRNOT00000003984"
"X"	9412619	9473021	"+"	"MSTRG.12192.1"	" MSTRG.12192"	" j"	" Cask"	" ENSRNOT00000004187"
"X"	9815656	10160488	"+"	"MSTRG.12193.3"	" MSTRG.12193"	" j"	" Cask"	" ENSRNOT00000091382"
"X"	9815656	10160524	"+"	"MSTRG.12193.1"	" MSTRG.12193"	" j"	" Cask"	" ENSRNOT00000091382"
"X"	9815656	10160564	"+"	"MSTRG.12193.2"	" MSTRG.12193"	" j"	" Cask"	" ENSRNOT00000091382"
"X"	10430847	10431400	"+"	"MSTRG.12196.1"	" MSTRG.12196"	" ="	" Rpl21"	" ENSRNOT00000047936"
"X"	10796441	10796995	"+"	"MSTRG.12198.1"	" MSTRG.12198"	" u"	NA	NA
"X"	10964290	10981913	"+"	"MSTRG.12203.1"	" MSTRG.12203"	" c"	" Med14"	" ENSRNOT00000066480"
"X"	10999461	11105557	"+"	"MSTRG.12204.1"	" MSTRG.12204"	" j"	" Med14"	" ENSRNOT00000066480"
"X"	10999515	11105557	"+"	"MSTRG.12204.2"	" MSTRG.12204"	" j"	" Med14"	" ENSRNOT00000066480"
"X"	14466138	14496540	"+"	"MSTRG.12206.1"	" MSTRG.12206"	" c"	" Lancl3"	" ENSRNOT00000005042"
"X"	14994016	15002074	"+"	"MSTRG.12209.1"	" MSTRG.12209"	" ="	" Ftsj1"	" ENSRNOT00000006365"
"X"	15035591	15048463	"+"	"MSTRG.12210.1"	" MSTRG.12210"	" j"	" Porcn"	" ENSRNOT00000006491"
"X"	15049400	15088589	"+"	"MSTRG.12211.1"	" MSTRG.12211"	" j"	" Tbc1d25"	" ENSRNOT00000007130"
"X"	15049462	15055781	"+"	"MSTRG.12211.2"	" MSTRG.12211"	" ="	" Ebp"	" ENSRNOT00000007015"
"X"	15098866	15102347	"+"	"MSTRG.12213.2"	" MSTRG.12213"	" j"	" Rbm3"	" ENSRNOT00000007367"
"X"	15098866	15102347	"+"	"MSTRG.12213.1"	" MSTRG.12213"	" j"	" Rbm3"	" ENSRNOT00000007367"
"X"	15098904	15102340	"+"	"MSTRG.12213.3"	" MSTRG.12213"	" ="	" Rbm3"	" ENSRNOT00000007367"
"X"	15098947	15102332	"+"	"MSTRG.12213.4"	" MSTRG.12213"	" ="	" Rbm3"	" ENSRNOT00000087033"
"X"	15112586	15123822	"+"	"MSTRG.12215.2"	" MSTRG.12215"	" j"	" Wdr13"	" ENSRNOT00000007464"
"X"	15112586	15123896	"+"	"MSTRG.12215.1"	" MSTRG.12215"	" j"	" Wdr13"	" ENSRNOT00000007464"
"X"	15171499	15185191	"+"	"MSTRG.12214.1"	" MSTRG.12214"	" ="	" Suv39h1l1"	" ENSRNOT00000008399"
"X"	15295412	15296389	"+"	"MSTRG.12216.1"	" MSTRG.12216"	" j"	" LOC103689963"	" ENSRNOT00000009295"
"X"	15295514	15296462	"+"	"MSTRG.12216.2"	" MSTRG.12216"	" j"	" LOC103689963"	" ENSRNOT00000009295"
"X"	15296510	15316718	"+"	"MSTRG.12217.1"	" MSTRG.12217"	" j"	" LOC103689963"	" ENSRNOT00000009295"
"X"	15347689	15348499	"+"	"MSTRG.12221.1"	" MSTRG.12221"	" j"	" Pqbp1"	" ENSRNOT00000010536"
"X"	15448501	15453136	"+"	"MSTRG.12226.3"	" MSTRG.12226"	" j"	" Pqbp1"	" ENSRNOT00000010536"
"X"	15448501	15453136	"+"	"MSTRG.12226.2"	" MSTRG.12226"	" j"	" Pqbp1"	" ENSRNOT00000010536"
"X"	15448501	15453136	"+"	"MSTRG.12226.1"	" MSTRG.12226"	" j"	" Pqbp1"	" ENSRNOT00000010536"
"X"	15396225	15417485	"+"	"MSTRG.12222.1"	" MSTRG.12222"	" j"	" Hdac6"	" ENSRNOT00000064924"
"X"	15396327	15417485	"+"	"MSTRG.12222.2"	" MSTRG.12222"	" j"	" Hdac6"	" ENSRNOT00000064924"
"X"	15742978	15754925	"+"	"MSTRG.12232.1"	" MSTRG.12232"	" ="	" Ccdc22"	" ENSRNOT00000015546"
"X"	15783294	15783809	"+"	"MSTRG.12233.1"	" MSTRG.12233"	" u"	NA	NA
"X"	15930573	15939639	"+"	"MSTRG.12234.1"	" MSTRG.12234"	" u"	NA	NA
"X"	16170576	16196691	"+"	"MSTRG.12235.1"	" MSTRG.12235"	" ="	" Clcn5"	" ENSRNOT00000003895"
"X"	17171507	17175984	"+"	"MSTRG.12236.1"	" MSTRG.12236"	" j"	" Nudt10"	" ENSRNOT00000048236"
"X"	17171605	17215100	"+"	"MSTRG.12236.2"	" MSTRG.12236"	" ="	" Nudt10"	" ENSRNOT00000048236"
"X"	20102493	20143806	"+"	"MSTRG.12242.1"	" MSTRG.12242"	" j"	" Fgd1"	" ENSRNOT00000003443"
"X"	20210587	20226518	"+"	"MSTRG.12244.1"	" MSTRG.12244"	" j"	" AABR07037412.2"	" ENSRNOT00000073114"
"X"	20484506	21017612	"+"	"MSTRG.12245.1"	" MSTRG.12245"	" o"	" Rn50_X_0214.1"	" ENSRNOT00000015146"
"X"	21063545	21168701	"+"	"MSTRG.12247.1"	" MSTRG.12247"	" ="	" Phf8"	" ENSRNOT00000045708"
"X"	21471990	21554988	"+"	"MSTRG.12249.3"	" MSTRG.12249"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21471990	21554988	"+"	"MSTRG.12249.2"	" MSTRG.12249"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21471990	21554988	"+"	"MSTRG.12249.1"	" MSTRG.12249"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21471996	21554988	"+"	"MSTRG.12249.6"	" MSTRG.12249"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21471996	21554988	"+"	"MSTRG.12249.5"	" MSTRG.12249"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21471996	21554988	"+"	"MSTRG.12249.4"	" MSTRG.12249"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21472006	21554988	"+"	"MSTRG.12249.8"	" MSTRG.12249"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21472006	21554988	"+"	"MSTRG.12249.7"	" MSTRG.12249"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21475138	21554988	"+"	"MSTRG.12249.9"	" MSTRG.12249"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21559005	21560377	"+"	"MSTRG.12253.1"	" MSTRG.12253"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21560566	21580478	"+"	"MSTRG.12254.3"	" MSTRG.12254"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21560566	21580478	"+"	"MSTRG.12254.2"	" MSTRG.12254"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21560566	21580478	"+"	"MSTRG.12254.1"	" MSTRG.12254"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21560567	21580478	"+"	"MSTRG.12254.4"	" MSTRG.12254"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21578651	21587791	"+"	"MSTRG.12255.4"	" MSTRG.12255"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21578651	21589711	"+"	"MSTRG.12255.3"	" MSTRG.12255"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21578651	21589724	"+"	"MSTRG.12255.2"	" MSTRG.12255"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21578651	21589724	"+"	"MSTRG.12255.1"	" MSTRG.12255"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21581085	21589711	"+"	"MSTRG.12255.5"	" MSTRG.12255"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21581088	21589724	"+"	"MSTRG.12255.6"	" MSTRG.12255"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21589909	21603340	"+"	"MSTRG.12256.4"	" MSTRG.12256"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21589909	21603340	"+"	"MSTRG.12256.3"	" MSTRG.12256"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21589909	21603405	"+"	"MSTRG.12256.2"	" MSTRG.12256"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21589909	21603405	"+"	"MSTRG.12256.1"	" MSTRG.12256"	" j"	" Huwe1"	" ENSRNOT00000081037"
"X"	21696772	21699241	"+"	"MSTRG.12250.1"	" MSTRG.12250"	" ="	" Hsd17b10"	" ENSRNOT00000043559"
"X"	21710925	21752803	"+"	"MSTRG.12251.1"	" MSTRG.12251"	" c"	" Smc1a"	" ENSRNOT00000004364"
"X"	21752979	21755712	"+"	"MSTRG.12252.1"	" MSTRG.12252"	" c"	" Smc1a"	" ENSRNOT00000004364"
"X"	22212132	22294402	"+"	"MSTRG.12259.2"	" MSTRG.12259"	" ="	" Iqsec2"	" ENSRNOT00000080331"
"X"	22212132	22294402	"+"	"MSTRG.12259.1"	" MSTRG.12259"	" ="	" Iqsec2"	" ENSRNOT00000085263"
"X"	22212198	22296092	"+"	"MSTRG.12259.3"	" MSTRG.12259"	" j"	" Iqsec2"	" ENSRNOT00000085263"
"X"	22212243	22263565	"+"	"MSTRG.12259.4"	" MSTRG.12259"	" j"	" Iqsec2"	" ENSRNOT00000085263"
"X"	22302694	22328436	"+"	"MSTRG.12257.1"	" MSTRG.12257"	" j"	" Kdm5c"	" ENSRNOT00000082725"
"X"	22302703	22328423	"+"	"MSTRG.12257.2"	" MSTRG.12257"	" ="	" Kdm5c"	" ENSRNOT00000078617"
"X"	22337991	22338447	"+"	"MSTRG.12260.1"	" MSTRG.12260"	" o"	" Kdm5c"	" ENSRNOT00000082725"
"X"	22342308	22348233	"+"	"MSTRG.12261.1"	" MSTRG.12261"	" ="	" Kdm5c"	" ENSRNOT00000077528"
"X"	23074405	23074631	"+"	"MSTRG.12264.1"	" MSTRG.12264"	" u"	NA	NA
"X"	23079807	23090921	"+"	"MSTRG.12265.6"	" MSTRG.12265"	" o"	" AABR07037520.1"	" ENSRNOT00000071639"
"X"	23079807	23090921	"+"	"MSTRG.12265.3"	" MSTRG.12265"	" o"	" AABR07037520.1"	" ENSRNOT00000071639"
"X"	23079807	23090921	"+"	"MSTRG.12265.1"	" MSTRG.12265"	" o"	" AABR07037520.1"	" ENSRNOT00000071639"
"X"	23079807	23090933	"+"	"MSTRG.12265.5"	" MSTRG.12265"	" o"	" AABR07037520.1"	" ENSRNOT00000071639"
"X"	23079807	23090933	"+"	"MSTRG.12265.4"	" MSTRG.12265"	" o"	" AABR07037520.1"	" ENSRNOT00000071639"
"X"	23079807	23090933	"+"	"MSTRG.12265.2"	" MSTRG.12265"	" o"	" AABR07037520.1"	" ENSRNOT00000071639"
"X"	23085737	23086288	"+"	"MSTRG.12266.1"	" MSTRG.12266"	" i"	" AABR07037520.1"	" ENSRNOT00000071639"
"X"	23217954	23219754	"+"	"MSTRG.12268.1"	" MSTRG.12268"	" ="	" AABR07037528.1"	" ENSRNOT00000082703"
"X"	23222255	23222839	"+"	"MSTRG.12267.1"	" MSTRG.12267"	" u"	NA	NA
"X"	24872948	24988744	"+"	"MSTRG.12274.1"	" MSTRG.12274"	" j"	" Wwc3"	" ENSRNOT00000071173"
"X"	25016327	25082545	"+"	"MSTRG.12275.1"	" MSTRG.12275"	" j"	" Clcn4"	" ENSRNOT00000059270"
"X"	25016401	25080410	"+"	"MSTRG.12275.2"	" MSTRG.12275"	" ="	" Clcn4"	" ENSRNOT00000059270"
"X"	26294066	26303461	"+"	"MSTRG.12276.1"	" MSTRG.12276"	" ="	" Hccs"	" ENSRNOT00000037862"
"X"	27015884	27033555	"+"	"MSTRG.12277.1"	" MSTRG.12277"	" ="	" Msl3"	" ENSRNOT00000065814"
"X"	27554617	28206930	"+"	"MSTRG.12280.1"	" MSTRG.12280"	" j"	" Frmpd4"	" ENSRNOT00000039796"
"X"	27554624	28206930	"+"	"MSTRG.12280.2"	" MSTRG.12280"	" j"	" Frmpd4"	" ENSRNOT00000039796"
"X"	27554665	28206930	"+"	"MSTRG.12280.4"	" MSTRG.12280"	" j"	" Frmpd4"	" ENSRNOT00000039796"
"X"	27554665	28206930	"+"	"MSTRG.12280.3"	" MSTRG.12280"	" j"	" Frmpd4"	" ENSRNOT00000039796"
"X"	27556128	28206884	"+"	"MSTRG.12280.5"	" MSTRG.12280"	" j"	" Frmpd4"	" ENSRNOT00000039796"
"X"	28435507	28472880	"+"	"MSTRG.12278.1"	" MSTRG.12278"	" ="	" Prps2"	" ENSRNOT00000005615"
"X"	28593405	28595395	"+"	"MSTRG.12279.1"	" MSTRG.12279"	" ="	" Tmsb4x"	" ENSRNOT00000071708"
"X"	29525256	29547294	"+"	"MSTRG.12281.1"	" MSTRG.12281"	" ="	" Rab9a"	" ENSRNOT00000050018"
"X"	31140960	31180594	"+"	"MSTRG.12286.1"	" MSTRG.12286"	" ="	" Mospd2"	" ENSRNOT00000084395"
"X"	32304712	32328464	"+"	"MSTRG.12290.1"	" MSTRG.12290"	" j"	" Zrsr2"	" ENSRNOT00000045300"
"X"	33528081	33562589	"+"	"MSTRG.12294.1"	" MSTRG.12294"	" ="	" Syap1"	" ENSRNOT00000006584"
"X"	33786850	33931259	"+"	"MSTRG.12296.1"	" MSTRG.12296"	" j"	" Reps2"	" ENSRNOT00000085993"
"X"	33877429	33931259	"+"	"MSTRG.12296.2"	" MSTRG.12296"	" j"	" Reps2"	" ENSRNOT00000085993"
"X"	33877438	33931245	"+"	"MSTRG.12296.3"	" MSTRG.12296"	" j"	" Reps2"	" ENSRNOT00000085993"
"X"	33884502	33931245	"+"	"MSTRG.12296.4"	" MSTRG.12296"	" j"	" Reps2"	" ENSRNOT00000085993"
